State,perHoush,pct12-29,pct65up,pctUrban,pctPoverty,pctUnemploy,pctAllDivorc,pctHousOccup,persEmergShelt,persHomeless,nonViolPerPop,medIncome,pop,countyCode
RI,3.32,39.37,10.09,0.0,6.95,5.25,6.7,75.75,11,0,1776.18,36481.0,24631.0,9
CT,2.58,26.0,11.86,100.0,6.29,5.08,9.86,94.73,132,18,5005.64,49787.0,108056.0,1
MN,2.67,31.73,5.84,100.0,5.98,4.93,11.03,96.25,0,0,3843.81,37117.0,12541.0,123
NJ,2.59,20.42,15.35,100.0,2.8,1.78,6.74,96.54,0,0,3366.83,56585.0,11628.0,7
MN,2.4,22.84,18.15,100.0,5.0,4.55,9.87,97.61,0,0,5020.45,33107.0,14396.0,53
CT,2.56,26.36,11.33,100.0,5.2,4.69,10.29,94.84,121,7,4981.58,48171.0,78331.0,1
OH,2.36,29.98,12.22,100.0,24.34,7.84,14.85,91.28,989,23,7194.74,21006.0,364040.0,61
MA,3.57,34.89,7.15,49.98,4.74,6.22,9.66,95.46,0,0,1106.39,41933.0,21249.0,23
NY,2.48,26.41,14.11,0.0,14.45,7.44,12.01,95.09,0,0,4450.68,25000.0,24426.0,63
MI,2.4,29.64,14.04,98.8,11.91,5.34,11.13,93.85,6,0,4356.7,28070.0,20976.0,77
CT,2.6,26.02,13.3,100.0,3.04,4.62,9.62,96.53,0,6,2214.86,43593.0,12358.0,3
MA,2.77,23.43,9.34,0.0,9.32,3.76,9.95,95.91,0,0,1722.24,,10579.0,15
NJ,2.53,27.15,13.45,100.0,3.34,5.37,8.23,96.92,0,0,2489.79,43365.0,12805.0,39
MA,2.9,24.36,11.73,94.74,1.72,2.78,7.68,97.33,0,0,1039.19,57561.0,12996.0,17
CT,2.77,23.91,7.73,0.0,0.93,4.18,9.34,89.66,0,0,1507.54,48000.0,10428.0,7
MN,2.57,26.52,11.29,100.0,7.07,5.37,10.19,95.84,0,0,8480.43,34168.0,28887.0,53
NJ,2.48,21.51,20.18,0.0,8.82,7.71,8.85,65.96,0,0,3373.53,26668.0,20820.0,9
NJ,2.41,28.07,12.82,100.0,7.27,5.03,13.02,95.06,62,1,5615.18,42748.0,16189.0,27
NJ,3.17,26.63,6.48,85.43,2.78,3.36,8.37,96.83,0,0,2851.13,43673.0,10940.0,7
MA,2.83,25.84,8.71,100.0,2.55,5.31,7.3,96.94,0,0,2689.58,53971.0,32383.0,17
NJ,2.92,27.2,12.72,100.0,10.91,7.2,11.5,95.83,117,20,7276.73,30733.0,54780.0,11
NJ,2.79,24.48,14.42,94.69,4.92,5.01,7.66,76.73,96,0,3743.02,40704.0,76371.0,29
OH,3.12,26.36,10.17,100.0,3.6,2.94,5.73,97.81,0,0,2429.14,41726.0,30250.0,61
NJ,2.86,24.31,5.19,60.22,1.33,3.46,7.54,96.81,0,0,1443.33,59069.0,28808.0,35
NJ,2.32,24.38,17.04,100.0,4.63,5.86,8.39,89.5,0,2,1675.9,,20393.0,3
ME,4.31,63.35,5.89,92.61,21.14,4.86,4.68,91.29,0,0,1283.26,27922.0,10573.0,19
MI,2.6,24.32,15.59,100.0,5.5,5.89,8.82,97.88,0,0,4708.85,36771.0,60838.0,163
MA,2.89,21.48,13.28,100.0,2.25,3.51,4.64,96.98,0,0,1982.88,63203.0,15467.0,13
NJ,2.66,20.02,18.45,100.0,2.94,3.76,5.63,97.74,0,0,1885.47,49658.0,30548.0,3
PA,2.44,24.95,11.65,96.05,2.8,2.06,9.87,95.06,0,0,3549.73,37783.0,39162.0,
ME,2.48,30.69,11.85,100.0,14.98,5.78,14.05,93.22,51,0,4842.49,24674.0,33181.0,19
NJ,3.19,24.83,8.19,89.6,0.79,4.7,5.23,95.38,0,0,2054.58,74825.0,15600.0,27
PA,2.72,23.91,9.47,95.84,2.75,2.64,8.09,96.53,0,0,2151.58,48547.0,14167.0,91
MI,2.89,29.87,7.0,100.0,2.81,5.15,7.26,95.5,0,0,2684.16,47930.0,48655.0,99
MA,2.84,31.62,14.06,97.23,4.39,3.37,7.75,94.4,0,0,1469.48,38694.0,16685.0,15
NY,2.42,27.31,17.16,100.0,21.73,9.39,11.35,91.1,178,0,5608.18,19950.0,68637.0,65
MI,2.86,20.41,10.22,100.0,2.56,2.1,7.14,97.03,0,0,2495.15,60355.0,10807.0,81
OH,2.6,26.83,12.18,0.0,10.3,7.78,12.41,95.11,4,0,2363.96,,,77
OH,2.56,26.52,12.76,100.0,16.84,7.94,14.36,94.6,73,0,6883.65,22886.0,61368.0,17
MA,2.28,17.94,25.83,0.0,5.57,8.97,8.05,54.11,0,0,2717.09,28259.0,10275.0,1
NJ,3.11,39.34,9.77,100.0,14.31,8.11,8.77,92.26,7,0,5133.34,,,15
MA,2.59,21.29,16.26,100.0,3.87,4.36,6.45,93.35,0,0,3147.7,50191.0,,9
NY,2.4,35.77,13.02,100.0,18.31,6.09,10.8,91.17,395,10,6316.12,25152.0,101082.0,1
NJ,3.01,31.88,8.51,100.0,26.34,14.71,14.0,89.34,1974,842,10942.54,21650.0,275221.0,13
NJ,2.7,28.16,10.2,100.0,17.71,11.76,17.06,93.87,340,20,7166.95,26810.0,73552.0,13
VA,2.61,27.11,13.6,100.0,20.3,8.45,15.65,90.95,10,10,6682.63,21309.0,38386.0,730
RI,2.73,34.52,11.91,100.0,22.96,9.18,11.37,88.19,240,43,9460.97,22147.0,160728.0,7
NJ,2.59,21.71,14.18,100.0,2.9,3.14,7.56,96.84,0,0,2699.81,53226.0,12804.0,23
RI,2.53,23.92,15.67,86.85,7.16,5.21,9.43,93.9,0,0,3167.46,31637.0,,1
VA,2.45,24.34,15.47,0.0,11.39,4.82,13.08,95.77,0,0,4198.13,26668.0,18549.0,820
MA,2.78,29.28,12.39,100.0,8.0,5.15,8.87,95.53,40,0,2878.05,33498.0,38372.0,13
MI,2.53,25.39,14.0,0.0,15.52,12.11,13.6,93.09,0,0,5913.72,21170.0,10104.0,165
MA,2.37,24.76,15.62,100.0,4.63,4.47,7.0,96.9,0,0,1346.39,43309.0,44630.0,17
NJ,2.92,22.83,7.45,0.0,1.9,3.85,6.44,91.27,0,0,1366.51,63032.0,15157.0,37
CT,2.56,22.59,18.16,100.0,3.54,4.97,8.62,95.82,3,3,4374.02,41745.0,49389.0,1
MN,2.57,27.14,10.19,100.0,6.51,4.28,9.83,96.73,0,0,3173.04,36096.0,21853.0,53
PA,2.77,27.96,6.12,0.0,2.7,2.96,10.04,95.4,0,0,2351.27,35005.0,,133
MI,2.6,24.15,10.41,88.61,3.48,3.6,8.84,94.44,0,0,2724.32,,13604.0,21
NJ,2.82,28.21,15.37,100.0,3.31,3.82,8.0,96.68,0,0,5063.33,43191.0,34185.0,21
PA,2.58,24.35,15.45,100.0,6.6,3.75,10.31,96.52,0,0,6706.01,33817.0,,43
NJ,2.94,24.45,17.52,100.0,3.09,3.91,5.82,96.92,0,0,4908.45,46309.0,10177.0,31
NJ,2.94,21.71,13.53,100.0,1.01,2.03,4.75,99.0,0,0,2473.33,65920.0,10422.0,13
RI,2.78,24.46,11.74,79.53,4.85,5.7,9.02,94.92,0,0,2379.35,37230.0,31083.0,3
MI,2.79,24.43,7.69,100.0,2.83,3.19,7.13,96.21,0,0,4279.66,55407.0,72884.0,125
PA,2.6,22.72,14.95,57.58,10.86,10.57,7.67,93.53,0,0,3451.9,,11224.0,129
NY,2.75,22.13,12.61,100.0,3.85,2.55,6.38,96.65,0,0,1962.62,69695.0,14936.0,119
NJ,2.55,24.45,17.73,100.0,3.87,4.55,7.42,92.53,0,0,3498.37,41000.0,18262.0,3
MA,2.51,36.91,11.08,100.0,11.47,6.33,8.04,95.38,54,1,3348.43,32455.0,76210.0,17
CT,2.84,24.14,10.81,100.0,2.5,4.44,6.95,95.94,0,0,1514.7,49965.0,35418.0,1
NJ,2.55,26.02,13.76,100.0,9.49,7.69,10.91,89.17,24,1,4128.14,,48414.0,17
GA,2.72,30.25,9.92,96.78,18.63,7.16,14.31,92.89,258,18,5857.78,24056.0,179278.0,215
MN,2.59,24.28,9.07,100.0,2.06,3.65,9.01,92.88,0,0,3092.32,50659.0,48370.0,53
RI,2.53,24.59,16.6,100.0,6.79,5.57,9.67,95.88,0,0,2939.22,31007.0,,7
CT,2.53,23.03,13.23,89.17,2.61,3.09,9.32,95.52,0,0,3269.63,46970.0,12286.0,7
MI,2.7,20.08,12.47,100.0,1.42,2.08,5.61,95.02,0,0,2955.73,84441.0,,125
RI,2.59,24.23,16.87,100.0,6.52,5.96,9.69,96.18,84,0,3413.65,34528.0,76060.0,7
CT,2.46,28.41,10.57,96.72,5.32,3.5,11.0,95.21,15,0,2263.52,40543.0,29841.0,13
MI,2.65,27.64,9.91,100.0,5.65,6.03,10.03,95.64,12,0,3384.14,39215.0,85866.0,99
CT,2.54,24.4,17.14,95.82,4.36,3.83,7.71,94.95,28,0,3987.64,41814.0,52434.0,9
MN,3.17,28.27,2.22,100.0,3.03,3.86,7.89,96.87,0,0,2726.98,44920.0,,37
WI,2.48,26.19,14.1,0.0,8.08,4.82,8.03,96.97,2,0,3910.87,26771.0,18859.0,141
MI,3.87,67.67,7.13,0.0,44.45,11.35,4.9,91.8,0,0,4523.53,14990.0,12603.0,107
VA,2.92,38.6,9.63,100.0,19.32,6.1,12.87,90.6,253,29,8027.25,23563.0,261229.0,710
CT,2.71,29.69,12.13,100.0,17.07,10.62,12.62,91.44,201,12,8455.77,28704.0,141686.0,
WI,2.66,26.69,8.32,100.0,5.21,2.91,9.13,96.87,0,0,5552.95,32624.0,11284.0,63
MI,2.82,26.0,9.36,96.23,1.58,3.19,10.29,94.1,0,0,2872.72,55465.0,17313.0,163
MN,2.43,22.36,17.76,0.0,11.62,9.37,9.53,94.99,0,0,3927.98,23381.0,18310.0,47
PA,2.87,23.35,10.28,90.09,2.88,2.87,6.28,96.52,0,0,2675.85,42235.0,16425.0,95
WI,2.69,27.95,11.95,100.0,12.73,7.8,11.97,95.9,61,0,5063.63,27770.0,80352.0,59
NJ,2.99,23.64,5.2,0.0,3.32,2.85,4.41,92.01,5,0,2641.81,76907.0,,21
VA,2.44,23.77,16.83,100.0,18.96,8.71,13.8,93.2,61,0,3850.44,20413.0,53056.0,590
NJ,2.64,22.36,16.38,100.0,4.14,4.03,6.95,97.15,25,0,3897.9,49777.0,39103.0,13
NJ,2.94,33.74,11.91,100.0,3.74,3.51,6.2,97.05,12,0,1609.44,56478.0,15850.0,
MA,2.25,28.82,12.82,100.0,8.61,4.8,8.56,96.07,16,0,3738,,54718.0,21
MA,2.78,22.69,11.62,84.67,3.91,4.75,8.0,86.4,3,0,1243.63,52044.0,16786.0,23
NJ,2.61,27.07,6.37,0.0,2.82,3.37,9.55,94.43,14,0,1915.21,,22353.0,21
MN,2.57,27.38,11.91,0.0,7.43,3.23,7.85,94.1,3,0,4356.06,29492.0,11523.0,85
PA,2.32,21.0,21.69,100.0,9.08,4.06,8.61,95.18,0,0,3087.94,25482.0,14507.0,79
PA,2.63,26.39,16.83,100.0,10.36,8.35,11.29,95.53,0,0,4256.3,26265.0,10405.0,17
MI,2.73,29.43,12.76,100.0,26.51,11.24,16.25,92.2,61,2,10715.77,18748.0,40283.0,121
NJ,2.1,19.08,18.28,100.0,5.99,4.77,9.25,90.44,0,0,3378.53,46395.0,31997.0,3
MI,2.63,22.96,13.45,84.78,6.61,5.11,9.68,96.86,12,0,1354.21,,21130.0,75
MA,2.48,23.6,13.82,100.0,7.53,6.75,10.9,88.22,45,0,2631.94,32690.0,28716.0,9
MN,2.94,26.77,4.46,100.0,3.74,3.36,8.18,93.39,0,0,2872.06,45489.0,11482.0,139
OH,2.27,22.91,21.31,100.0,5.48,4.01,9.28,98.4,0,0,3614.35,26818.0,11706.0,35
CT,2.43,24.43,16.51,0.0,5.24,5.1,9.89,91.57,5,0,2903.31,35230.0,33687.0,5
MI,2.82,27.9,8.56,80.26,23.38,14.01,13.7,95.31,0,0,5090.38,26634.0,25198.0,49
OH,2.52,26.01,14.41,100.0,21.86,11.23,15.06,91.58,38,0,7475.25,19807.0,84161.0,151
OH,2.74,23.31,13.43,100.0,4.52,4.96,7.56,97.75,0,0,3264.87,,10332.0,93
PA,3.01,34.17,10.3,89.11,1.75,3.42,6.14,97.84,0,0,1443.94,43598.0,13347.0,41
PA,2.46,24.29,17.79,0.0,15.36,7.2,10.15,92.27,0,1,1906.19,,16603.0,107
WI,2.56,26.68,10.53,100.0,8.27,5.85,11.16,96.38,32,0,6512.56,31583.0,52133.0,105
PA,2.79,24.9,10.12,99.87,1.98,2.23,6.97,95.31,0,0,2974.44,51265.0,18082.0,29
MI,2.51,25.41,15.09,100.0,9.73,8.07,12.12,96.08,0,0,2917,28312.0,30938.0,163
CT,2.96,25.13,11.05,63.39,1.81,5.82,6.67,95.2,0,0,2718.1,48507.0,13700.0,9
NJ,2.56,27.0,13.72,100.0,5.19,5.16,8.82,95.13,0,0,4077.64,38507.0,34213.0,13
OH,2.58,24.97,16.57,100.0,29.04,15.6,13.89,90.77,113,0,6833.44,,95706.0,99
CT,2.81,23.56,7.13,86.1,1.43,2.31,7.43,97.59,0,0,1777.07,57606.0,22090.0,3
NJ,2.55,26.05,14.87,100.0,10.88,6.47,11.38,93.15,12,1,2059.4,27289.0,15757.0,41
OH,2.54,23.92,18.08,100.0,5.89,5.9,9.25,96.02,0,0,2742.17,28694.0,31739.0,35
NJ,2.36,33.32,7.85,100.0,7.82,6.25,14.09,93.14,0,0,5151.53,31793.0,18734.0,7
NJ,2.67,26.19,13.53,100.0,5.31,7.62,10.66,96.28,0,0,3032.21,40431.0,20314.0,39
MN,2.92,39.82,9.44,100.0,19.89,5.69,6.91,96.11,50,0,4927.66,24265.0,32295.0,27
WI,2.62,18.06,12.65,100.0,1.15,1.96,6.41,98.21,0,0,2397.74,53539.0,14272.0,79
NJ,2.72,29.09,11.95,100.0,12.03,8.58,14.65,87.19,0,0,5524.15,30037.0,,1
NJ,2.82,28.1,13.81,0.0,25.11,9.96,13.78,94.16,17,0,8005.85,21897.0,18942.0,11
PA,2.89,23.45,7.27,72.27,3.81,1.97,6.85,97.0,0,0,1190.8,45262.0,,91
NY,2.75,28.07,12.34,0.0,13.83,6.63,12.3,92.77,127,2,5244.23,30194.0,24160.0,71
PA,2.77,25.53,13.38,68.13,7.47,6.24,8.07,93.86,0,0,2422.37,25500.0,12381.0,13
IL,2.72,29.66,10.76,100.0,21.62,11.32,12.99,90.48,5180,1584,7604.09,26301.0,2783726.0,31
MI,2.5,24.39,16.12,0.0,9.61,5.59,10.95,91.45,0,0,5901.92,28989.0,11951.0,139
CT,2.87,29.53,9.21,0.0,6.76,7.86,9.88,93.52,0,0,1239.16,34588.0,14363.0,15
WI,2.95,20.09,11.49,100.0,1.15,2.25,4.16,97.43,0,0,3823.66,,35184.0,133
MI,2.59,25.51,9.42,40.12,6.52,4.53,11.46,96.4,0,0,2506.06,35828.0,10448.0,
MN,2.66,29.13,8.23,0.0,6.33,3.17,7.35,97.28,0,1,2712.57,32073.0,10164.0,103
VA,2.38,29.11,13.66,100.0,20.89,6.43,15.77,90.65,287,3,9371.69,,203056.0,760
NJ,2.65,23.08,19.36,100.0,3.89,4.56,6.78,97.66,15,0,5287.25,42665.0,50024.0,39
MN,2.9,24.38,3.97,97.03,2.52,3.5,8.39,91.86,0,0,3177.25,51014.0,20075.0,163
MI,2.56,30.0,9.63,100.0,7.11,6.26,12.67,95.93,0,0,4550.97,34995.0,84724.0,163
WI,2.61,22.21,13.64,79.48,4.52,4.04,7.82,96.35,0,0,3425.98,,20084.0,101
MN,2.53,21.26,14.84,100.0,4.26,2.91,8.39,96.96,40,0,3048.63,46212.0,,53
PA,2.8,17.59,17.06,84.98,1.79,2.65,6.21,97.49,0,0,4485.25,43968.0,18261.0,77
NJ,3.03,21.76,12.56,100.0,1.36,2.55,3.87,98.64,0,0,3457.98,74401.0,26609.0,13
PA,2.89,27.62,7.34,86.31,2.23,3.88,8.36,94.3,0,0,2108.75,47284.0,12169.0,17
NY,2.52,33.6,12.86,100.0,22.7,8.17,12.15,90.83,405,52,6184.09,21242.0,163860.0,67
NJ,3.1,30.48,9.37,100.0,17.02,10.94,11.46,95.49,12,11,5547.47,26669.0,58041.0,31
WI,2.57,24.24,13.58,0.0,7.95,3.6,9.24,97.86,0,0,4941.99,28892.0,10227.0,55
CT,2.72,34.04,8.78,100.0,27.51,10.73,15.22,91.74,701,26,12328.9,22140.0,139739.0,3
PA,2.42,21.93,15.31,75.55,3.52,2.32,9.97,95.38,0,0,2746.83,37161.0,13142.0,11
CT,3.08,25.18,10.18,82.66,2.23,3.53,6.59,97.09,0,0,2195.73,58250.0,25684.0,9
MI,2.19,21.75,12.82,100.0,2.3,3.02,11.05,93.4,0,0,3254.28,57573.0,19997.0,125
PA,2.87,24.44,8.11,86.68,7.54,2.54,8.04,97.33,0,0,1671.48,38527.0,12942.0,71
CA,2.77,31.06,15.31,0.0,15.23,7.16,12.16,70.5,0,6,5920.63,21603.0,58362.0,71
MI,2.75,28.76,10.45,100.0,14.22,11.35,14.45,93.64,0,0,6345.87,26615.0,20051.0,125
CT,2.52,27.7,14.74,100.0,12.09,7.77,11.36,91.44,98,7,7883.27,30533.0,108961.0,9
NJ,2.55,24.17,14.51,100.0,2.34,3.65,8.15,96.03,0,0,2056.58,46866.0,,3
WI,2.98,25.18,8.0,75.48,3.51,4.44,6.63,97.34,0,0,1818.82,43244.0,20999.0,101
CT,2.82,24.64,12.2,85.96,3.08,5.12,7.81,96.44,0,0,3093.72,45763.0,20456.0,5
NJ,2.75,22.82,12.68,78.96,2.09,4.45,8.01,93.26,0,0,2105.66,,20244.0,25
OH,2.83,23.89,8.8,100.0,2.87,3.86,8.25,97.43,0,0,2838.22,42095.0,47358.0,85
NJ,2.7,27.19,12.33,100.0,11.53,6.41,12.19,94.98,45,0,5306.58,31266.0,25992.0,11
MA,3.02,24.52,6.04,87.34,0.64,5.24,5.98,97.08,0,0,820.9,58018.0,12926.0,17
PA,2.71,23.76,9.42,90.84,2.06,2.13,7.68,95.51,0,0,2295.86,44250.0,20384.0,41
ND,2.47,29.41,12.29,0.0,14.25,5.63,9.2,92.85,30,0,4099.33,23727.0,34544.0,101
NJ,2.56,27.85,13.26,100.0,5.73,5.46,10.43,93.67,23,39,4658.94,39667.0,11632.0,35
MN,2.63,27.68,13.34,0.0,18.15,5.23,8.35,95.6,0,0,5200.58,22279.0,17531.0,67
NJ,2.79,26.53,9.78,100.0,3.46,4.46,7.29,96.77,110,0,3498.99,50075.0,88680.0,23
NJ,3.22,22.82,14.88,100.0,3.04,3.68,4.56,98.53,19,0,13627.73,58995.0,25067.0,3
MA,3.02,21.58,6.02,90.35,1.53,2.65,5.93,97.68,0,0,1464.56,79092.0,14358.0,17
ME,2.71,31.64,11.71,0.0,7.74,3.88,9.52,94.07,14,0,2204.52,30896.0,,5
ME,2.56,29.7,11.9,0.0,12.61,6.26,10.13,93.49,1,2,3355.91,23053.0,10550.0,3
MN,2.92,25.01,3.55,100.0,1.99,3.03,6.64,94.52,0,0,1656.52,,11732.0,19
RI,2.42,25.88,17.02,100.0,6.46,6.12,9.11,93.8,0,0,2640.32,32321.0,32090.0,7
PA,2.54,33.27,14.64,0.0,9.85,3.54,10.01,94.32,62,0,3367.18,26151.0,18419.0,41
PA,2.71,28.9,8.31,100.0,5.32,4.97,10.25,92.3,0,0,4598.1,38488.0,,17
NJ,3.06,24.68,11.57,100.0,2.79,4.53,6.04,98.27,0,0,4846.13,51198.0,20489.0,23
PA,2.35,22.6,22.02,100.0,12.18,7.49,7.98,92.6,0,0,2199.63,,12267.0,79
MN,2.07,33.92,12.69,100.0,6.89,2.2,13.55,93.01,0,0,2869.55,29584.0,16534.0,53
NJ,2.69,25.31,15.55,100.0,6.76,5.74,6.87,96.49,4,0,1744.69,,13692.0,23
NJ,3.43,23.54,7.01,84.18,2.77,3.89,4.05,95.95,98,0,1674.13,70039.0,27974.0,25
NY,2.43,27.31,13.74,100.0,14.71,6.99,12.33,90.56,37,0,6333.16,27606.0,28844.0,27
RI,2.67,22.9,11.12,78.15,4.34,5.48,8.04,87.26,0,0,1176.33,42474.0,,5
MA,2.79,36.43,11.54,100.0,6.51,6.05,7.99,95.42,74,3,3165.73,38514.0,57878.0,17
CT,2.8,24.95,11.01,87.72,2.8,3.83,7.33,96.6,0,0,2831.8,47106.0,38518.0,3
CT,2.48,26.95,14.21,100.0,5.41,5.28,12.02,95.62,199,0,4329.75,36584.0,50452.0,3
NJ,2.8,24.59,7.48,100.0,1.49,3.47,8.01,94.9,0,0,3101.3,51988.0,12361.0,25
MN,2.73,26.25,9.27,100.0,3.86,3.39,8.96,95.77,0,0,4721.26,38785.0,24288.0,123
WI,2.61,29.77,11.04,100.0,22.22,8.88,13.25,94.62,512,54,7218.05,23627.0,628088.0,79
MI,2.75,25.59,11.95,82.38,12.29,9.63,10.88,96.8,0,0,5546.37,25058.0,15302.0,121
NH,2.98,27.04,4.42,8.5,2.3,5.03,7.9,93.99,0,0,1246.15,52798.0,22156.0,11
VA,2.59,25.4,15.22,0.0,11.66,3.58,13.06,94.29,30,0,3021.12,25366.0,24461.0,790
MN,2.53,27.37,9.2,100.0,7.85,3.5,8.83,96.38,60,4,4248.06,34922.0,70745.0,109
NJ,3.01,27.32,8.5,84.29,1.59,3.28,6.64,94.63,9,0,3009.44,58756.0,24710.0,25
MI,2.5,25.18,11.7,100.0,3.73,4.14,10.77,98.18,0,0,2657.46,,13874.0,125
WI,2.45,24.08,15.82,0.0,12.25,7.55,10.19,91.74,12,0,4019.73,,11843.0,75
MI,3.5,62.28,6.06,0.0,38.74,8.22,5.65,94.2,11,0,4205.39,,23285.0,73
NJ,2.51,27.33,15.84,100.0,8.72,7.65,7.63,91.31,0,0,2776.99,32846.0,10733.0,3
NJ,2.74,25.06,6.07,85.61,2.94,3.5,8.25,94.44,0,0,2508.28,54305.0,25792.0,23
NJ,2.88,28.69,11.57,100.0,18.05,10.86,14.92,91.56,367,8,7289.2,25719.0,88675.0,21
WI,2.73,23.65,10.39,100.0,2.82,3.27,6.59,97.75,0,0,2873.38,42315.0,26840.0,133
MN,2.47,23.78,15.72,0.0,13.12,9.67,10.72,96.09,26,0,4414.54,22405.0,10885.0,17
SD,3.06,54.39,6.54,0.0,30.65,6.8,5.96,95.54,0,0,2639.86,16478.0,10034.0,27
MA,2.8,25.78,12.8,38.69,4.32,7.45,7.69,84.2,0,0,1657.42,,13852.0,5
OH,2.43,26.28,10.34,100.0,3.98,4.39,12.37,97.39,0,0,3151.23,34835.0,13882.0,113
MA,2.4,25.44,13.81,100.0,8.34,5.2,11.87,94.89,8,0,7265.59,32194.0,27537.0,13
DC,2.43,29.83,11.53,100.0,16.87,7.03,15.03,89.64,4682,131,9252.35,30727.0,606900.0,1
ND,2.55,26.81,10.06,100.0,9.65,4.41,8.79,96.39,49,2,4210.9,,49256.0,15
NJ,2.95,21.89,10.76,19.48,1.81,2.15,5.73,96.39,0,0,7085.89,65522.0,11590.0,21
NJ,2.63,24.54,14.22,100.0,6.42,5.36,9.58,96.34,0,3,3873.63,40776.0,,39
NJ,2.27,22.64,18.06,100.0,9.71,6.12,13.32,91.61,0,6,6696.6,36879.0,10636.0,25
NJ,2.81,22.54,11.82,93.79,3.0,2.75,6.55,96.06,49,0,1437,74124.0,,27
MI,2.95,25.55,8.19,74.45,4.24,5.93,7.93,97.8,0,0,1905.14,40982.0,23748.0,115
MA,2.57,27.99,11.6,100.0,7.18,7.11,9.96,95.5,13,0,4390.35,35974.0,38145.0,27
NJ,2.83,19.12,14.11,100.0,1.54,2.24,4.9,97.17,0,0,1507.45,65976.0,10883.0,3
MA,2.35,29.53,14.95,100.0,5.64,4.59,7.28,96.22,0,0,4533.66,43490.0,33284.0,17
NJ,2.8,27.85,11.8,100.0,8.11,6.58,10.84,94.7,0,0,4520.89,40327.0,10742.0,25
CT,2.84,19.99,11.89,100.0,1.91,3.31,5.78,96.18,10,0,3789.93,89395.0,18196.0,1
MN,3.04,30.07,2.99,99.14,5.23,4.52,10.35,97.34,0,1,5662.74,40404.0,38975.0,3
NJ,2.8,27.21,11.3,90.14,4.95,4.56,11.02,95.31,53,0,4950.18,39618.0,12454.0,5
OH,2.9,20.02,15.08,0.0,4.97,3.91,8.94,95.61,0,0,3616.85,38725.0,10793.0,43
NJ,2.44,26.67,16.27,100.0,7.41,6.34,9.37,95.53,0,0,2840.48,31649.0,26727.0,3
MA,2.46,28.76,13.53,100.0,7.55,7.65,9.14,94.42,128,4,3202.46,34344.0,53884.0,17
NJ,2.82,27.12,11.26,95.86,5.22,5.09,9.68,96.42,0,0,5637.86,38250.0,24137.0,
NJ,1.94,10.55,52.77,87.73,4.63,6.7,4.62,89.04,0,0,879.92,22649.0,35976.0,29
MI,2.89,28.58,8.5,100.0,3.55,5.05,7.22,96.5,30,0,3595.71,46470.0,117810.0,99
MI,2.58,21.22,18.76,100.0,3.26,5.48,8.05,98.34,0,1,3432.7,39925.0,31092.0,163
PA,2.9,21.98,9.69,100.0,2.54,3.23,5.64,97.27,0,0,1250.55,45538.0,15568.0,3
PA,2.34,22.54,21.77,0.0,13.48,6.05,8.93,93.22,0,0,2388.28,,24730.0,79
OH,2.48,28.52,13.32,100.0,20.48,9.01,14.13,93.31,123,19,6405.25,22279.0,,153
NJ,2.43,24.3,17.37,100.0,8.79,5.88,8.96,95.62,0,5,2789.45,31954.0,61444.0,17
MA,2.57,26.65,13.46,100.0,15.91,9.34,12.04,91.01,202,164,7210.03,28553.0,81245.0,9
MA,3.0,22.73,11.34,78.87,3.26,3.96,8.81,96.21,0,0,1333.11,69917.0,17076.0,17
NJ,2.78,25.74,12.38,100.0,3.04,4.85,8.18,97.03,43,0,3967.5,,93086.0,23
NJ,2.65,21.98,18.35,100.0,1.81,4.08,5.6,97.96,0,0,2072.09,50095.0,,39
MI,2.8,25.11,11.79,100.0,10.85,6.17,11.45,95.95,0,0,6318.29,36090.0,30462.0,125
NJ,2.89,26.94,7.59,100.0,3.18,5.16,8.46,95.71,13,0,3309.77,50448.0,,25
MA,2.76,20.23,14.14,100.0,2.63,3.48,6.43,96.99,8,0,1248.38,,,17
